1;0;46;0;2013-10-01 08:53:48.718;2;12.9;true;true;0.0;0;0;
2;82;18;0;2013-10-01 09:18:15.312;1;12.0;true;false;0.0;0;0;
3;82;0;0;2013-10-01 09:20:02.484;1;25.0;true;false;25.0;0;69;
4;0;1,45;0;2013-10-01 10:27:53.968;2;28.9;true;true;0.0;0;0;
5;91;1,34;0;2013-10-01 10:59:14.062;1;57.9;true;false;0.0;0;0;
6;78;46,62,64;0;2013-10-01 11:34:02.656;1;19.3;true;false;0.0;0;0;
7;0;19;0;2013-10-01 11:47:09.265;1;18.0;true;true;0.0;0;0;
8;0;1,36;0;2013-10-01 12:47:40.937;2;53.9;true;true;0.0;0;0;
9;0;1;0;2013-10-01 14:02:12.39;2;19.9;true;true;0.0;0;0;
10;0;1,53;0;2013-10-01 14:26:40.453;1;22.4;true;true;0.0;0;0;
11;0;46;0;2013-10-01 14:43:22.437;2;12.9;true;true;0.0;0;0;
12;243;2;0;2013-10-01 15:28:34.265;2;25.9;true;false;0.0;0;0;
13;0;46;0;2013-10-01 15:51:51.171;1;12.9;true;true;0.0;0;0;
14;0;46;0;2013-10-01 15:54:20.5;2;12.9;true;true;0.0;0;0;
15;251;46;0;2013-10-01 16:25:36.75;2;12.9;true;false;0.0;0;0;
16;24;1;0;2013-10-01 17:24:19.109;1;19.9;true;false;0.0;0;0;
17;132;2,33;0;2013-10-01 17:54:02.421;1;31.9;true;false;0.0;36;0;
18;0;2;0;2013-10-02 09:38:49.593;2;25.9;true;true;0.0;0;0;
19;58;1,34;0;2013-10-02 10:58:41.89;1;57.9;true;false;0.0;0;0;
20;40;1,33;0;2013-10-02 11:21:03.828;1;55.9;true;false;0.0;0;0;
21;0;1;0;2013-10-02 11:25:39.421;2;19.9;true;true;0.0;0;0;
22;0;1;0;2013-10-02 14:17:26.546;1;19.9;true;true;0.0;0;0;
23;0;1,33;0;2013-10-02 14:34:15.718;2;55.9;true;true;0.0;0;0;
24;249;3,34;0;2013-10-02 14:52:08.953;1;67.9;true;false;0.0;0;0;
25;0;1,34,46;0;2013-10-02 16:14:31.156;2;70.8;true;true;0.0;0;0;
26;145;1,34;0;2013-10-02 16:15:52.468;1;57.9;true;false;0.0;0;0;
27;0;1;0;2013-10-02 16:51:24.234;2;19.9;true;true;0.0;0;0;
28;28;1;0;2013-10-02 16:57:58.046;1;19.9;true;false;0.0;0;0;
29;0;46;0;2013-10-02 17:15:04.812;2;12.9;true;true;0.0;0;0;
30;52;1,34;0;2013-10-02 17:22:09.984;1;57.9;true;false;0.0;0;0;
31;0;49;36;2013-10-02 17:44:04.328;2;14.2;true;true;0.0;0;0;
32;0;0;32;2013-10-01 08:31:18.5;2;9.5;true;true;0.0;0;0;
33;0;46;0;2013-10-04 08:26:12.64;2;12.9;true;true;0.0;0;0;
34;0;45;0;2013-10-04 09:20:10.671;2;9.0;true;true;0.0;0;0;
35;126;1;0;2013-10-04 09:34:19.89;1;19.9;true;false;0.0;0;0;
36;215;1,34;0;2013-10-04 10:12:01.156;1;57.9;true;false;0.0;0;0;
37;0;2;0;2013-10-04 10:34:44.421;2;25.9;true;true;0.0;0;0;
38;105;1;0;2013-10-04 11:02:39.578;1;19.9;true;false;0.0;0;0;
39;0;46;0;2013-10-04 11:20:16.531;2;12.9;true;true;0.0;0;0;
40;0;3;0;2013-10-04 12:01:38.625;1;29.9;true;true;0.0;0;0;
41;0;46;0;2013-10-04 13:26:09.812;2;12.9;true;true;0.0;0;0;
42;0;46,63,46;0;2013-10-04 14:20:47.718;2;31.8;true;true;0.0;0;0;
43;113;1,34;0;2013-10-04 14:33:47.015;1;57.9;true;false;0.0;0;0;
44;0;0;0;2013-10-04 15:34:26.937;1;25.0;true;true;25.0;0;70;
45;218;1,35;0;2013-10-04 15:45:36.0;1;59.9;true;false;0.0;0;0;
46;0;46;0;2013-10-04 15:56:56.562;2;12.9;true;true;0.0;0;0;
47;217;1,53;0;2013-10-04 16:13:30.109;1;22.4;true;false;0.0;0;0;
48;158;35,2;0;2013-10-04 16:43:28.453;2;65.9;true;false;0.0;0;0;
49;129;1;0;2013-10-04 17:02:12.281;1;19.9;true;false;0.0;0;0;
50;0;46;0;2013-10-04 17:15:09.187;2;12.9;true;true;0.0;0;0;
51;34;1,33;0;2013-10-04 17:30:49.843;1;55.9;true;false;0.0;0;0;
52;0;46;0;2013-10-05 09:20:34.156;2;12.9;true;true;0.0;0;0;
53;86;1,34;0;2013-10-05 09:30:20.828;1;57.9;true;false;0.0;0;0;
54;181;1,33;0;2013-10-05 10:01:18.781;1;55.9;true;false;0.0;0;0;
55;0;46;0;2013-10-05 11:00:32.906;2;12.9;true;true;0.0;0;0;
56;228;2,40,41;0;2013-10-05 11:03:01.218;1;35.3;true;false;0.0;0;0;
57;166;1,36;0;2013-10-05 11:15:29.843;1;53.9;true;false;0.0;0;0;
58;0;46,53;0;2013-10-05 11:39:04.25;2;15.4;true;true;0.0;0;0;
59;139;18;0;2013-10-08 09:11:06.937;2;12.0;true;false;0.0;0;0;
60;185;1,34;0;2013-10-08 09:24:38.39;1;57.9;true;false;0.0;0;0;
61;0;0;0;2013-10-08 09:37:00.031;1;30.0;true;true;30.0;0;71;
62;40;63,45;0;2013-10-08 09:39:35.421;2;15.0;true;false;0.0;0;0;
63;0;1;0;2013-10-08 10:01:39.14;1;0.0;true;true;0.0;34;0;
64;196;1,34;0;2013-10-08 14:30:05.859;1;57.9;true;false;0.0;0;0;
65;0;18,33;0;2013-10-08 14:46:04.609;1;48.0;true;true;0.0;0;0;
66;0;47;0;2013-10-08 15:05:41.343;2;15.4;true;true;0.0;0;0;
67;261;2;0;2013-10-08 15:57:44.328;2;25.9;true;false;0.0;0;0;
68;0;46;0;2013-10-08 17:08:35.265;1;12.9;true;true;0.0;0;0;
69;262;46;0;2013-10-08 17:39:20.312;1;12.9;true;false;0.0;0;0;
70;264;46,46;0;2013-10-08 17:41:20.078;2;25.8;true;false;0.0;0;0;
71;0;2;0;2013-10-09 09:07:12.921;1;25.9;true;true;0.0;0;0;
