1;2;1;0.0;false;
2;4;1;11.0;false;
3;15;31;10.0;false;
4;16;35;20.0;false;
5;17;32;4.1;false;
6;22;0;20.0;false;
7;27;0;0.0;false;
8;28;0;20.0;false;
9;30;0;30.0;false;
10;31;0;30.0;true;
11;32;141;40.0;true;
12;33;161;40.0;false;
13;34;198;25.0;true;
14;35;0;30.0;false;
15;36;0;15.0;true;
16;37;0;30.0;true;
17;38;82;0.0;false;
18;39;0;15.0;true;
19;40;148;30.0;true;
20;41;63;40.0;true;
21;42;204;50.0;true;
22;43;41;20.0;true;
23;44;0;0.1;false;
24;45;196;40.0;true;
25;46;182;0.0;false;
26;47;79;0.0;false;
27;48;121;30.0;true;
28;49;145;0.0;false;
29;50;124;60.0;true;
30;51;146;30.0;false;
31;52;109;15.0;true;
32;53;0;17.4;true;
33;54;165;0.0;false;
34;55;0;0.1;false;
35;56;170;30.0;true;
36;57;79;0.0;false;
37;58;83;50.0;true;
38;59;212;0.0;false;
39;60;0;20.0;true;
40;61;109;25.0;true;
41;62;123;0.0;false;
42;63;0;5.1;true;
43;64;79;0.0;false;
44;65;0;0.0;false;
45;66;118;40.0;true;
46;67;82;0.0;false;
47;68;113;10.0;true;
48;69;121;0.0;false;
49;70;0;45.0;true;
50;71;115;0.0;false;
51;72;18;0.0;false;
52;73;43;50.0;true;
53;74;0;15.0;true;
54;75;212;0.0;false;
55;76;0;25.0;true;
56;77;0;50.0;true;
57;78;0;0.0;false;
58;79;0;50.0;true;
59;80;0;30.0;true;
60;81;0;30.0;true;
61;82;0;20.0;true;
62;83;0;20.0;true;
63;84;0;50.0;true;
64;85;0;30.0;true;
65;86;0;0.0;false;
66;87;108;0.0;false;
67;93;126;25.0;true;
68;101;0;0.0;false;
69;112;82;0.0;false;
70;43;0;0.0;false;
71;60;0;0.0;false;
72;91;0;0.0;false;
73;108;0;20.0;true;
74;122;0;0.1;false;
75;0;0;0.0;false;
76;155;0;0.0;false;
77;157;0;19.9;true;
78;0;0;0.0;false;
79;0;0;0.0;false;
80;173;0;0.0;false;
81;187;0;0.0;false;
82;194;95;0.0;false;
83;202;157;0.0;false;
84;241;108;0.0;false;
85;270;0;0.0;false;
86;283;0;15.0;true;
87;307;0;0.0;false;
88;0;0;0.0;false;
89;0;0;0.0;false;
90;350;0;0.0;false;
91;376;0;0.0;false;
92;378;0;0.0;false;
93;393;0;0.0;false;
94;395;0;0.0;false;
95;415;266;30.0;false;
96;440;0;0.0;false;
97;465;0;0.0;false;
98;467;0;0.0;false;
99;495;0;0.0;false;
100;498;31;0.0;false;
101;499;0;0.0;false;
102;508;0;0.0;false;
103;520;0;0.0;false;
104;573;0;0.0;false;
105;0;0;0.0;false;
106;599;0;0.0;false;
107;624;118;0.0;false;
108;625;109;55.1;true;
109;647;79;0.0;false;
110;674;64;0.0;false;
111;682;0;0.0;false;
112;683;0;0.0;false;
113;713;0;0.0;false;
114;726;335;0.1;false;
115;733;133;0.0;false;
116;735;134;25.0;true;
117;754;0;0.0;false;
118;766;0;0.0;false;
119;772;86;0.0;false;
120;778;0;0.1;false;
121;785;240;0.0;false;
122;786;240;30.0;true;
123;788;0;0.0;false;
124;789;82;0.0;false;
125;806;302;1.1;false;
126;809;28;0.0;false;
127;815;198;0.0;false;
128;827;0;60.0;true;
129;830;0;0.0;false;
130;837;0;0.0;false;
131;840;0;0.1;false;
132;847;198;0.0;false;
133;849;0;0.0;false;
134;851;106;0.0;false;
135;859;91;50.0;true;
136;863;303;30.0;false;
137;867;0;0.0;false;
138;882;193;0.1;false;
139;906;0;0.0;false;
140;939;120;0.0;false;
141;968;0;0.0;false;
142;989;0;0.0;false;
143;1016;0;0.0;false;
144;1036;101;0.1;false;
145;1040;0;0.1;false;
146;1041;181;0.0;false;
147;0;0;0.0;false;
148;1046;0;0.0;false;
149;1126;0;0.0;false;
150;1133;108;0.0;false;
151;1137;0;0.0;false;
152;1157;0;0.0;false;
153;1162;0;0.0;false;
154;1163;0;0.0;false;
155;1191;101;0.0;false;
156;1198;0;0.0;false;
157;1238;0;9.5;true;
158;1276;0;0.0;false;
159;1307;0;10.0;false;
160;1308;30;159.0;false;
161;0;0;0.0;false;
162;0;0;0.0;false;
163;0;0;0.0;false;
164;0;0;0.0;false;
165;1329;0;0.0;false;
166;1430;0;0.1;true;
167;1443;87;0.0;false;
168;1449;0;0.0;false;
169;1457;0;0.0;false;
170;1469;0;0.0;false;
171;1480;0;0.0;false;
172;1494;0;6.1;false;
173;1499;0;0.0;false;
174;1509;0;0.2;true;
175;1513;0;0.0;false;
176;1538;0;0.0;false;
177;1539;0;0.0;false;
178;1584;0;0.0;false;
179;1596;0;0.0;false;
180;1608;0;0.0;false;
181;1652;0;0.0;false;
182;1665;0;0.0;false;
183;1688;0;0.0;false;
184;1737;0;0.1;false;
185;1752;0;0.0;false;
186;1754;0;0.0;false;
187;1758;0;0.0;false;
188;1800;0;0.1;false;
189;1827;375;0.0;false;
190;1835;0;0.0;false;
191;1858;55;0.0;false;
192;1861;297;0.1;false;
193;1878;408;2.1;false;
194;1917;0;0.0;false;
195;1934;0;10.0;true;
196;1955;0;0.0;false;
197;1969;0;0.0;false;
198;1999;0;0.0;false;
199;2007;0;10.0;true;
200;2024;0;0.0;false;
201;2070;0;0.0;false;
202;2074;0;0.0;false;
203;2077;0;0.0;false;
204;2078;0;0.0;false;
205;2086;0;0.0;false;
206;2097;0;0.0;false;
207;2099;118;0.0;false;
208;2129;0;0.0;false;
209;2182;248;0.0;false;
210;2243;133;0.1;false;
211;2257;265;0.0;false;
212;2266;435;59.9;false;
213;2318;303;0.0;false;
214;2370;128;0.0;false;
215;2402;0;0.0;false;
216;2404;0;0.0;false;
217;2415;126;0.0;false;
218;2450;0;36.0;true;
219;2460;265;7.1;true;
220;2462;0;0.0;false;
221;2473;0;0.0;false;
222;2488;198;0.0;false;
223;2511;0;0.0;false;
224;2531;0;0.0;false;
225;2550;0;0.0;false;
226;2580;238;0.0;false;
227;2592;0;0.0;false;
228;2596;335;1.6;false;
229;2637;303;0.0;false;
230;2643;0;0.2;true;
231;2681;0;0.0;false;
232;2781;48;0.0;false;
233;2803;209;0.0;false;
234;2921;0;0.0;false;
235;2938;33;0.0;false;
236;2957;295;0.0;false;
237;2964;0;0.1;false;
238;3001;0;0.0;false;
239;3003;0;0.0;false;
240;3032;0;0.0;false;
241;3038;0;0.0;false;
242;3062;126;0.1;false;
243;3103;0;0.0;false;
244;3106;0;0.0;false;
245;3124;345;40.0;true;
246;3141;0;0.0;false;
247;0;0;0.0;false;
248;3188;382;0.1;true;
249;3208;75;0.0;false;
250;3327;392;0.1;false;
251;3409;206;0.2;false;
252;3423;109;15.0;false;
253;3427;132;0.0;false;
254;3439;109;0.0;false;
255;3449;0;0.0;false;
256;3518;214;15.0;false;
257;3546;73;0.0;false;
258;3590;0;0.0;false;
259;3611;0;0.0;false;
260;3613;0;0.0;false;
261;0;0;0.0;false;
262;3704;0;0.0;false;
263;3727;126;2.0;true;
264;3732;0;0.1;true;
265;3733;0;0.0;false;
266;3755;0;0.0;false;
267;3801;0;0.0;false;
268;3880;404;0.0;false;
269;3889;95;0.0;false;
270;3926;108;2.1;true;
271;4020;0;0.0;false;
272;4029;40;0.0;false;
273;4051;0;0.0;false;
274;4173;106;0.0;false;
275;4240;417;0.0;false;
276;4279;0;0.0;false;
277;4293;0;0.0;false;
278;4320;297;0.0;false;
279;4328;0;6.0;false;
280;4334;0;2.0;true;
281;4338;0;0.0;false;
282;4361;0;0.0;false;
283;4419;0;0.0;false;
284;4451;0;0.0;false;
285;4465;392;0.0;false;
286;4472;0;0.0;false;
287;4477;0;0.0;false;
288;4479;0;0.0;false;
289;4503;0;0.0;false;
290;4515;256;0.0;false;
291;4516;256;0.0;false;
292;4555;0;0.0;false;
293;4567;0;0.0;false;
294;4569;411;0.0;false;
295;4570;38;0.0;false;
296;4579;0;0.0;false;
297;4590;0;0.0;false;
298;4596;453;0.4;true;
299;4597;0;0.0;false;
300;4599;0;0.0;false;
301;4649;0;0.0;false;
302;4664;0;0.0;false;
303;4714;0;0.0;false;
304;4717;0;0.0;false;
305;4838;0;7.0;false;
306;4858;108;0.0;false;
307;4970;136;0.0;false;
308;4971;0;0.0;false;
309;4972;0;7.0;false;
310;4990;0;0.0;false;
311;5014;0;0.0;false;
312;5050;337;0.0;false;
313;5127;193;2.0;false;
314;5178;66;0.0;false;
315;5198;272;0.0;false;
316;5212;66;0.0;false;
317;5273;314;0.0;false;
318;5313;0;0.0;false;
319;5328;0;7.0;true;
320;5351;0;0.0;false;
321;5495;478;20.0;true;
322;5505;504;0.0;false;
323;5529;0;0.0;false;
324;5552;82;0.0;false;
325;5559;0;0.0;false;
326;0;0;0.0;false;
327;5629;0;0.0;false;
328;5642;432;0.0;false;
329;5731;353;30.0;true;
330;5732;353;20.0;true;
331;5740;0;0.0;false;
332;5748;0;0.0;false;
333;5805;214;2.1;true;
334;0;0;0.0;false;
335;5851;0;0.0;false;
336;5956;34;0.0;false;
337;5965;206;27.0;true;
338;5991;0;10.0;true;
339;6003;95;0.0;false;
340;6005;0;3.1;true;
341;6024;43;0.0;false;
342;6068;427;0.0;false;
343;6112;108;0.0;false;
344;6118;0;0.0;false;
345;6196;0;0.0;false;
346;6248;0;0.0;false;
347;6254;0;0.0;false;
348;6276;0;6.1;true;
349;6289;239;30.0;true;
350;6571;295;0.0;false;
351;6630;214;0.0;false;
352;6645;73;0.0;false;
353;6650;0;4.0;true;
354;6654;0;0.0;false;
355;6675;0;0.0;false;
356;6690;0;20.0;true;
357;6695;106;7.0;false;
358;6720;0;0.0;false;
359;6962;82;0.0;false;
360;7138;108;0.0;false;
361;7143;0;0.0;false;
362;7151;525;30.0;true;
363;7199;214;0.0;false;
364;7202;126;25.0;true;
365;7247;332;11.0;true;
366;7250;0;0.0;false;
367;7305;0;0.0;false;
368;7316;0;0.0;false;
369;7327;0;2.0;true;
370;7336;82;0.0;false;
371;7373;0;10.4;true;
372;7467;92;17.0;true;
373;7486;0;20.0;true;
374;7547;0;0.0;false;
375;7625;399;7.5;true;
376;7661;0;0.0;false;
377;7669;0;15.0;true;
378;7718;0;10.0;true;
379;7719;0;30.0;true;
380;7728;335;20.0;true;
381;7729;335;15.0;true;
382;7736;0;50.0;true;
383;7792;43;20.0;true;
384;7831;0;30.0;true;
385;7870;0;20.0;true;
386;7895;0;25.0;true;
387;7905;417;15.0;true;
388;7906;479;30.0;true;
389;7915;133;30.0;true;
390;7924;74;20.0;true;
391;7939;0;25.0;true;
392;7951;0;30.0;true;
393;8012;134;30.0;true;
394;8013;500;17.0;true;
395;8022;0;20.0;true;
396;8024;28;25.0;true;
397;8030;0;23.0;true;
